"X1","X2","value"
"BB","cumulSB",NA
"SO","cumulSB",NA
"BA","cumulSB",NA
"OBP","cumulSB",NA
"SLG","cumulSB",NA
"OPS","cumulSB",NA
"OPS.","cumulSB",NA
"TB","cumulSB",NA
"GDP","cumulSB",NA
"HBP","cumulSB",NA
"SH","cumulSB",NA
"SF","cumulSB",NA
"IBB","cumulSB",NA
"Rbat","cumulSB",NA
"Rbaser","cumulSB",NA
"Rdp","cumulSB",NA
"Rfield","cumulSB",NA
"Rpos","cumulSB",NA
"RAA","cumulSB",NA
"WAA","cumulSB",NA
"Rrep","cumulSB",NA
"RAR","cumulSB",NA
"WAR","cumulSB",NA
"waaWL.","cumulSB",NA
"X162WL.","cumulSB",NA
"oWAR","cumulSB",NA
"dWAR","cumulSB",NA
"oRAR","cumulSB",NA
"Salary","cumulSB",NA
"Outs","cumulSB",NA
"RC","cumulSB",NA
"RC.G","cumulSB",NA
"AIR","cumulSB",NA
"BAbip","cumulSB",NA
"lgBA","cumulSB",NA
"lgOBP","cumulSB",NA
"lgSLG","cumulSB",NA
"lgOPS","cumulSB",NA
"OWn.","cumulSB",NA
"BtRuns","cumulSB",NA
"BtWins","cumulSB",NA
"TotA","cumulSB",NA
"SecA","cumulSB",NA
"ISO","cumulSB",NA
"PwrSpd","cumulSB",NA
"HR.","cumulSB",NA
"SO.","cumulSB",NA
"BB.","cumulSB",NA
"XBH.","cumulSB",NA
"X.H.","cumulSB",NA
"AB.SO","cumulSB",NA
"AB.HR","cumulSB",NA
"AB.RBI","cumulSB",NA
"GB.FB","cumulSB",NA
"GO.AO","cumulSB",NA
"IP.","cumulSB",NA
"LD.","cumulSB",NA
"HR.FB","cumulSB",NA
"IF.FB","cumulSB",NA
"Plays","cumulSB",NA
"WPA","cumulSB",NA
"WPA.","cumulSB",NA
"WPA..1","cumulSB",NA
"aLI","cumulSB",NA
"WPA.LI","cumulSB",NA
"Clutch","cumulSB",NA
"RE24","cumulSB",NA
"REW","cumulSB",NA
"boLI","cumulSB",NA
"RE24.boLI","cumulSB",NA
"PHlev","cumulSB",NA
"Yrs","cumulSB",NA
"cumulG","cumulSB",NA
"cumulPA","cumulSB",NA
"cumulAB","cumulSB",NA
"cumulR","cumulSB",NA
"cumulH","cumulSB",NA
"cumul2B","cumulSB",NA
"cumul3B","cumulSB",NA
"cumulHR","cumulSB",NA
"cumulRBI","cumulSB",NA
"cumulSB","cumulSB",NA
"Contract.Duration","cumulSB",NA
"Contract.Value","cumulSB",NA
"Year.Signed","cumulSB",NA
"Last.Contract.Year","cumulSB",NA
"Contract.Year","cumulSB",NA
"New.Contract","cumulSB",NA
"Avg.Salary","cumulSB",NA
"Avg.Salary.ADJ","cumulSB",NA
"Contract.Value.ADJ","cumulSB",NA
"Value","cumulSB",NA
"X2B_po","cumulSB",NA
"BB_po","cumulSB",NA
"HR_po","cumulSB",NA
"IBB_po","cumulSB",NA
"X3B_po","cumulSB",NA
"HBP_po","cumulSB",NA
"Championships","cumulSB",NA
"Wins","cumulSB",NA
"TB_po","cumulSB",NA
"AB_po","cumulSB",NA
"G_po","cumulSB",NA
"H_po","cumulSB",NA
"Losses","cumulSB",NA
"R_po","cumulSB",NA
"RBI_po","cumulSB",NA
"CS_po","cumulSB",NA
"GDP_po","cumulSB",NA
"PA_po","cumulSB",NA
"SH_po","cumulSB",NA
"SO_po","cumulSB",NA
"SB_po","cumulSB",NA
"SF_po","cumulSB",NA
"BA_po","cumulSB",NA
"OBP_po","cumulSB",NA
"SLG_po","cumulSB",NA
"OPS_po","cumulSB",NA
"Rdrs","cumulSB",NA
"Rdrs.yr","cumulSB",NA
"Age","cumulCS",NA
"G","cumulCS",NA
"PA","cumulCS",NA
"AB","cumulCS",NA
"R","cumulCS",NA
"H","cumulCS",NA
"X2B","cumulCS",NA
"X3B","cumulCS",NA
"HR","cumulCS",NA
"RBI","cumulCS",NA
"SB","cumulCS",NA
"CS","cumulCS",NA
"BB","cumulCS",NA
"SO","cumulCS",NA
"BA","cumulCS",NA
"OBP","cumulCS",NA
"SLG","cumulCS",NA
"OPS","cumulCS",NA
"OPS.","cumulCS",NA
"TB","cumulCS",NA
"GDP","cumulCS",NA
"HBP","cumulCS",NA
"SH","cumulCS",NA
"SF","cumulCS",NA
"IBB","cumulCS",NA
"Rbat","cumulCS",NA
"Rbaser","cumulCS",NA
"Rdp","cumulCS",NA
"Rfield","cumulCS",NA
"Rpos","cumulCS",NA
"RAA","cumulCS",NA
"WAA","cumulCS",NA
"Rrep","cumulCS",NA
"RAR","cumulCS",NA
"WAR","cumulCS",NA
"waaWL.","cumulCS",NA
"X162WL.","cumulCS",NA
"oWAR","cumulCS",NA
"dWAR","cumulCS",NA
"oRAR","cumulCS",NA
"Salary","cumulCS",NA
"Outs","cumulCS",NA
"RC","cumulCS",NA
"RC.G","cumulCS",NA
"AIR","cumulCS",NA
"BAbip","cumulCS",NA
"lgBA","cumulCS",NA
"lgOBP","cumulCS",NA
"lgSLG","cumulCS",NA
"lgOPS","cumulCS",NA
"OWn.","cumulCS",NA
"BtRuns","cumulCS",NA
"BtWins","cumulCS",NA
"TotA","cumulCS",NA
"SecA","cumulCS",NA
"ISO","cumulCS",NA
"PwrSpd","cumulCS",NA
"HR.","cumulCS",NA
"SO.","cumulCS",NA
"BB.","cumulCS",NA
"XBH.","cumulCS",NA
"X.H.","cumulCS",NA
"AB.SO","cumulCS",NA
"AB.HR","cumulCS",NA
"AB.RBI","cumulCS",NA
"GB.FB","cumulCS",NA
"GO.AO","cumulCS",NA
"IP.","cumulCS",NA
"LD.","cumulCS",NA
"HR.FB","cumulCS",NA
"IF.FB","cumulCS",NA
"Plays","cumulCS",NA
"WPA","cumulCS",NA
"WPA.","cumulCS",NA
"WPA..1","cumulCS",NA
"aLI","cumulCS",NA
"WPA.LI","cumulCS",NA
"Clutch","cumulCS",NA
"RE24","cumulCS",NA
"REW","cumulCS",NA
"boLI","cumulCS",NA
"RE24.boLI","cumulCS",NA
"PHlev","cumulCS",NA
"Yrs","cumulCS",NA
"cumulG","cumulCS",NA
"cumulPA","cumulCS",NA
"cumulAB","cumulCS",NA
"cumulR","cumulCS",NA
"cumulH","cumulCS",NA
"cumul2B","cumulCS",NA
"cumul3B","cumulCS",NA
"cumulHR","cumulCS",NA
"cumulRBI","cumulCS",NA
"cumulSB","cumulCS",NA
"cumulCS","cumulCS",NA
"Contract.Duration","cumulCS",NA
"Contract.Value","cumulCS",NA
"Year.Signed","cumulCS",NA
"Last.Contract.Year","cumulCS",NA
"Contract.Year","cumulCS",NA
"New.Contract","cumulCS",NA
"Avg.Salary","cumulCS",NA
"Avg.Salary.ADJ","cumulCS",NA
"Contract.Value.ADJ","cumulCS",NA
"Value","cumulCS",NA
"X2B_po","cumulCS",NA
"BB_po","cumulCS",NA
"HR_po","cumulCS",NA
"IBB_po","cumulCS",NA
"X3B_po","cumulCS",NA
"HBP_po","cumulCS",NA
"Championships","cumulCS",NA
"Wins","cumulCS",NA
"TB_po","cumulCS",NA
"AB_po","cumulCS",NA
"G_po","cumulCS",NA
"H_po","cumulCS",NA
"Losses","cumulCS",NA
"R_po","cumulCS",NA
"RBI_po","cumulCS",NA
"CS_po","cumulCS",NA
"GDP_po","cumulCS",NA
"PA_po","cumulCS",NA
"SH_po","cumulCS",NA
"SO_po","cumulCS",NA
"SB_po","cumulCS",NA
"SF_po","cumulCS",NA
"BA_po","cumulCS",NA
"OBP_po","cumulCS",NA
"SLG_po","cumulCS",NA
"OPS_po","cumulCS",NA
"Rdrs","cumulCS",NA
"Rdrs.yr","cumulCS",NA
"Age","cumulBB",NA
"G","cumulBB",NA
"PA","cumulBB",NA
"AB","cumulBB",NA
"R","cumulBB",NA
"H","cumulBB",NA
"X2B","cumulBB",NA
"X3B","cumulBB",NA
"HR","cumulBB",NA
"RBI","cumulBB",NA
"SB","cumulBB",NA
"CS","cumulBB",NA
"BB","cumulBB",NA
"SO","cumulBB",NA
"BA","cumulBB",NA
"OBP","cumulBB",NA
"SLG","cumulBB",NA
"OPS","cumulBB",NA
"OPS.","cumulBB",NA
"TB","cumulBB",NA
"GDP","cumulBB",NA
"HBP","cumulBB",NA
"SH","cumulBB",NA
"SF","cumulBB",NA
"IBB","cumulBB",NA
"Rbat","cumulBB",NA
"Rbaser","cumulBB",NA
"Rdp","cumulBB",NA
"Rfield","cumulBB",NA
"Rpos","cumulBB",NA
"RAA","cumulBB",NA
"WAA","cumulBB",NA
"Rrep","cumulBB",NA
"RAR","cumulBB",NA
"WAR","cumulBB",NA
"waaWL.","cumulBB",NA
"X162WL.","cumulBB",NA
"oWAR","cumulBB",NA
"dWAR","cumulBB",NA
"oRAR","cumulBB",NA
"Salary","cumulBB",NA
"Outs","cumulBB",NA
"RC","cumulBB",NA
"RC.G","cumulBB",NA
"AIR","cumulBB",NA
"BAbip","cumulBB",NA
"lgBA","cumulBB",NA
"lgOBP","cumulBB",NA
"lgSLG","cumulBB",NA
"lgOPS","cumulBB",NA
"OWn.","cumulBB",NA
"BtRuns","cumulBB",NA
"BtWins","cumulBB",NA
"TotA","cumulBB",NA
"SecA","cumulBB",NA
"ISO","cumulBB",NA
"PwrSpd","cumulBB",NA
"HR.","cumulBB",NA
"SO.","cumulBB",NA
"BB.","cumulBB",NA
"XBH.","cumulBB",NA
"X.H.","cumulBB",NA
"AB.SO","cumulBB",NA
"AB.HR","cumulBB",NA
"AB.RBI","cumulBB",NA
"GB.FB","cumulBB",NA
"GO.AO","cumulBB",NA
"IP.","cumulBB",NA
"LD.","cumulBB",NA
"HR.FB","cumulBB",NA
"IF.FB","cumulBB",NA
"Plays","cumulBB",NA
"WPA","cumulBB",NA
"WPA.","cumulBB",NA
"WPA..1","cumulBB",NA
"aLI","cumulBB",NA
"WPA.LI","cumulBB",NA
"Clutch","cumulBB",NA
"RE24","cumulBB",NA
"REW","cumulBB",NA
"boLI","cumulBB",NA
"RE24.boLI","cumulBB",NA
"PHlev","cumulBB",NA
"Yrs","cumulBB",NA
"cumulG","cumulBB",NA
"cumulPA","cumulBB",NA
"cumulAB","cumulBB",NA
"cumulR","cumulBB",NA
"cumulH","cumulBB",NA
"cumul2B","cumulBB",NA
"cumul3B","cumulBB",NA
"cumulHR","cumulBB",NA
"cumulRBI","cumulBB",NA
"cumulSB","cumulBB",NA
"cumulCS","cumulBB",NA
"cumulBB","cumulBB",NA
"Contract.Duration","cumulBB",NA
"Contract.Value","cumulBB",NA
"Year.Signed","cumulBB",NA
"Last.Contract.Year","cumulBB",NA
"Contract.Year","cumulBB",NA
"New.Contract","cumulBB",NA
"Avg.Salary","cumulBB",NA
"Avg.Salary.ADJ","cumulBB",NA
"Contract.Value.ADJ","cumulBB",NA
"Value","cumulBB",NA
"X2B_po","cumulBB",NA
"BB_po","cumulBB",NA
"HR_po","cumulBB",NA
"IBB_po","cumulBB",NA
"X3B_po","cumulBB",NA
"HBP_po","cumulBB",NA
"Championships","cumulBB",NA
"Wins","cumulBB",NA
"TB_po","cumulBB",NA
"AB_po","cumulBB",NA
"G_po","cumulBB",NA
"H_po","cumulBB",NA
"Losses","cumulBB",NA
"R_po","cumulBB",NA
"RBI_po","cumulBB",NA
"CS_po","cumulBB",NA
"GDP_po","cumulBB",NA
"PA_po","cumulBB",NA
"SH_po","cumulBB",NA
"SO_po","cumulBB",NA
"SB_po","cumulBB",NA
"SF_po","cumulBB",NA
"BA_po","cumulBB",NA
"OBP_po","cumulBB",NA
"SLG_po","cumulBB",NA
"OPS_po","cumulBB",NA
"Rdrs","cumulBB",NA
"Rdrs.yr","cumulBB",NA
"Age","cumulSO",NA
"G","cumulSO",NA
"PA","cumulSO",NA
"AB","cumulSO",NA
"R","cumulSO",NA
"H","cumulSO",NA
"X2B","cumulSO",NA
"X3B","cumulSO",NA
"HR","cumulSO",NA
"RBI","cumulSO",NA
"SB","cumulSO",NA
"CS","cumulSO",NA
"BB","cumulSO",NA
"SO","cumulSO",NA
"BA","cumulSO",NA
"OBP","cumulSO",NA
"SLG","cumulSO",NA
"OPS","cumulSO",NA
"OPS.","cumulSO",NA
"TB","cumulSO",NA
"GDP","cumulSO",NA
"HBP","cumulSO",NA
"SH","cumulSO",NA
"SF","cumulSO",NA
"IBB","cumulSO",NA
"Rbat","cumulSO",NA
"Rbaser","cumulSO",NA
"Rdp","cumulSO",NA
"Rfield","cumulSO",NA
"Rpos","cumulSO",NA
"RAA","cumulSO",NA
"WAA","cumulSO",NA
"Rrep","cumulSO",NA
"RAR","cumulSO",NA
"WAR","cumulSO",NA
"waaWL.","cumulSO",NA
"X162WL.","cumulSO",NA
"oWAR","cumulSO",NA
"dWAR","cumulSO",NA
"oRAR","cumulSO",NA
"Salary","cumulSO",NA
"Outs","cumulSO",NA
"RC","cumulSO",NA
"RC.G","cumulSO",NA
"AIR","cumulSO",NA
"BAbip","cumulSO",NA
"lgBA","cumulSO",NA
"lgOBP","cumulSO",NA
"lgSLG","cumulSO",NA
"lgOPS","cumulSO",NA
"OWn.","cumulSO",NA
"BtRuns","cumulSO",NA
"BtWins","cumulSO",NA
"TotA","cumulSO",NA
"SecA","cumulSO",NA
"ISO","cumulSO",NA
"PwrSpd","cumulSO",NA
"HR.","cumulSO",NA
"SO.","cumulSO",NA
"BB.","cumulSO",NA
"XBH.","cumulSO",NA
"X.H.","cumulSO",NA
"AB.SO","cumulSO",NA
"AB.HR","cumulSO",NA
"AB.RBI","cumulSO",NA
"GB.FB","cumulSO",NA
"GO.AO","cumulSO",NA
"IP.","cumulSO",NA
"LD.","cumulSO",NA
"HR.FB","cumulSO",NA
"IF.FB","cumulSO",NA
"Plays","cumulSO",NA
"WPA","cumulSO",NA
"WPA.","cumulSO",NA
"WPA..1","cumulSO",NA
"aLI","cumulSO",NA
"WPA.LI","cumulSO",NA
"Clutch","cumulSO",NA
"RE24","cumulSO",NA
"REW","cumulSO",NA
"boLI","cumulSO",NA
"RE24.boLI","cumulSO",NA
"PHlev","cumulSO",NA
"Yrs","cumulSO",NA
"cumulG","cumulSO",NA
"cumulPA","cumulSO",NA
"cumulAB","cumulSO",NA
"cumulR","cumulSO",NA
"cumulH","cumulSO",NA
"cumul2B","cumulSO",NA
"cumul3B","cumulSO",NA
"cumulHR","cumulSO",NA
"cumulRBI","cumulSO",NA
"cumulSB","cumulSO",NA
"cumulCS","cumulSO",NA
"cumulBB","cumulSO",NA
"cumulSO","cumulSO",NA
"Contract.Duration","cumulSO",NA
"Contract.Value","cumulSO",NA
"Year.Signed","cumulSO",NA
"Last.Contract.Year","cumulSO",NA
"Contract.Year","cumulSO",NA
"New.Contract","cumulSO",NA
"Avg.Salary","cumulSO",NA
"Avg.Salary.ADJ","cumulSO",NA
"Contract.Value.ADJ","cumulSO",NA
"Value","cumulSO",NA
"X2B_po","cumulSO",NA
"BB_po","cumulSO",NA
"HR_po","cumulSO",NA
"IBB_po","cumulSO",NA
"X3B_po","cumulSO",NA
"HBP_po","cumulSO",NA
"Championships","cumulSO",NA
"Wins","cumulSO",NA
"TB_po","cumulSO",NA
"AB_po","cumulSO",NA
"G_po","cumulSO",NA
"H_po","cumulSO",NA
"Losses","cumulSO",NA
"R_po","cumulSO",NA
"RBI_po","cumulSO",NA
"CS_po","cumulSO",NA
"GDP_po","cumulSO",NA
"PA_po","cumulSO",NA
"SH_po","cumulSO",NA
"SO_po","cumulSO",NA
"SB_po","cumulSO",NA
"SF_po","cumulSO",NA
"BA_po","cumulSO",NA
"OBP_po","cumulSO",NA
"SLG_po","cumulSO",NA
"OPS_po","cumulSO",NA
"Rdrs","cumulSO",NA
"Rdrs.yr","cumulSO",NA
"Age","cumulBA",NA
"G","cumulBA",NA
"PA","cumulBA",NA
"AB","cumulBA",NA
"R","cumulBA",NA
"H","cumulBA",NA
"X2B","cumulBA",NA
"X3B","cumulBA",NA
"HR","cumulBA",NA
"RBI","cumulBA",NA
"SB","cumulBA",NA
"CS","cumulBA",NA
"BB","cumulBA",NA
"SO","cumulBA",NA
"BA","cumulBA",NA
"OBP","cumulBA",NA
"SLG","cumulBA",NA
"OPS","cumulBA",NA
"OPS.","cumulBA",NA
"TB","cumulBA",NA
"GDP","cumulBA",NA
"HBP","cumulBA",NA
"SH","cumulBA",NA
"SF","cumulBA",NA
"IBB","cumulBA",NA
"Rbat","cumulBA",NA
"Rbaser","cumulBA",NA
"Rdp","cumulBA",NA
"Rfield","cumulBA",NA
"Rpos","cumulBA",NA
"RAA","cumulBA",NA
"WAA","cumulBA",NA
"Rrep","cumulBA",NA
"RAR","cumulBA",NA
"WAR","cumulBA",NA
"waaWL.","cumulBA",NA
"X162WL.","cumulBA",NA
"oWAR","cumulBA",NA
"dWAR","cumulBA",NA
"oRAR","cumulBA",NA
"Salary","cumulBA",NA
"Outs","cumulBA",NA
"RC","cumulBA",NA
"RC.G","cumulBA",NA
"AIR","cumulBA",NA
"BAbip","cumulBA",NA
"lgBA","cumulBA",NA
"lgOBP","cumulBA",NA
"lgSLG","cumulBA",NA
"lgOPS","cumulBA",NA
"OWn.","cumulBA",NA
"BtRuns","cumulBA",NA
"BtWins","cumulBA",NA
"TotA","cumulBA",NA
"SecA","cumulBA",NA
"ISO","cumulBA",NA
"PwrSpd","cumulBA",NA
"HR.","cumulBA",NA
"SO.","cumulBA",NA
"BB.","cumulBA",NA
"XBH.","cumulBA",NA
"X.H.","cumulBA",NA
"AB.SO","cumulBA",NA
"AB.HR","cumulBA",NA
"AB.RBI","cumulBA",NA
"GB.FB","cumulBA",NA
"GO.AO","cumulBA",NA
"IP.","cumulBA",NA
"LD.","cumulBA",NA
"HR.FB","cumulBA",NA
"IF.FB","cumulBA",NA
"Plays","cumulBA",NA
"WPA","cumulBA",NA
"WPA.","cumulBA",NA
"WPA..1","cumulBA",NA
"aLI","cumulBA",NA
"WPA.LI","cumulBA",NA
"Clutch","cumulBA",NA
"RE24","cumulBA",NA
"REW","cumulBA",NA
"boLI","cumulBA",NA
"RE24.boLI","cumulBA",NA
"PHlev","cumulBA",NA
"Yrs","cumulBA",NA
"cumulG","cumulBA",NA
"cumulPA","cumulBA",NA
"cumulAB","cumulBA",NA
"cumulR","cumulBA",NA
"cumulH","cumulBA",NA
"cumul2B","cumulBA",NA
"cumul3B","cumulBA",NA
"cumulHR","cumulBA",NA
"cumulRBI","cumulBA",NA
"cumulSB","cumulBA",NA
"cumulCS","cumulBA",NA
"cumulBB","cumulBA",NA
"cumulSO","cumulBA",NA
"cumulBA","cumulBA",NA
"Contract.Duration","cumulBA",NA
"Contract.Value","cumulBA",NA
"Year.Signed","cumulBA",NA
"Last.Contract.Year","cumulBA",NA
"Contract.Year","cumulBA",NA
"New.Contract","cumulBA",NA
"Avg.Salary","cumulBA",NA
"Avg.Salary.ADJ","cumulBA",NA
"Contract.Value.ADJ","cumulBA",NA
"Value","cumulBA",NA
"X2B_po","cumulBA",NA
"BB_po","cumulBA",NA
"HR_po","cumulBA",NA
"IBB_po","cumulBA",NA
"X3B_po","cumulBA",NA
"HBP_po","cumulBA",NA
"Championships","cumulBA",NA
"Wins","cumulBA",NA
"TB_po","cumulBA",NA
"AB_po","cumulBA",NA
"G_po","cumulBA",NA
"H_po","cumulBA",NA
"Losses","cumulBA",NA
"R_po","cumulBA",NA
"RBI_po","cumulBA",NA
"CS_po","cumulBA",NA
"GDP_po","cumulBA",NA
"PA_po","cumulBA",NA
"SH_po","cumulBA",NA
"SO_po","cumulBA",NA
"SB_po","cumulBA",NA
"SF_po","cumulBA",NA
"BA_po","cumulBA",NA
"OBP_po","cumulBA",NA
"SLG_po","cumulBA",NA
"OPS_po","cumulBA",NA
"Rdrs","cumulBA",NA
"Rdrs.yr","cumulBA",NA
"Age","cumulOBP",NA
"G","cumulOBP",NA
"PA","cumulOBP",NA
"AB","cumulOBP",NA
"R","cumulOBP",NA
"H","cumulOBP",NA
"X2B","cumulOBP",NA
"X3B","cumulOBP",NA
"HR","cumulOBP",NA
"RBI","cumulOBP",NA
"SB","cumulOBP",NA
"CS","cumulOBP",NA
"BB","cumulOBP",NA
"SO","cumulOBP",NA
"BA","cumulOBP",NA
"OBP","cumulOBP",NA
"SLG","cumulOBP",NA
"OPS","cumulOBP",NA
"OPS.","cumulOBP",NA
"TB","cumulOBP",NA
"GDP","cumulOBP",NA
"HBP","cumulOBP",NA
"SH","cumulOBP",NA
"SF","cumulOBP",NA
"IBB","cumulOBP",NA
"Rbat","cumulOBP",NA
"Rbaser","cumulOBP",NA
"Rdp","cumulOBP",NA
"Rfield","cumulOBP",NA
"Rpos","cumulOBP",NA
"RAA","cumulOBP",NA
"WAA","cumulOBP",NA
"Rrep","cumulOBP",NA
"RAR","cumulOBP",NA
"WAR","cumulOBP",NA
"waaWL.","cumulOBP",NA
"X162WL.","cumulOBP",NA
"oWAR","cumulOBP",NA
"dWAR","cumulOBP",NA
"oRAR","cumulOBP",NA
"Salary","cumulOBP",NA
"Outs","cumulOBP",NA
"RC","cumulOBP",NA
"RC.G","cumulOBP",NA
"AIR","cumulOBP",NA
"BAbip","cumulOBP",NA
"lgBA","cumulOBP",NA
"lgOBP","cumulOBP",NA
"lgSLG","cumulOBP",NA
"lgOPS","cumulOBP",NA
"OWn.","cumulOBP",NA
"BtRuns","cumulOBP",NA
"BtWins","cumulOBP",NA
"TotA","cumulOBP",NA
"SecA","cumulOBP",NA
"ISO","cumulOBP",NA
"PwrSpd","cumulOBP",NA
"HR.","cumulOBP",NA
"SO.","cumulOBP",NA
"BB.","cumulOBP",NA
"XBH.","cumulOBP",NA
"X.H.","cumulOBP",NA
"AB.SO","cumulOBP",NA
"AB.HR","cumulOBP",NA
"AB.RBI","cumulOBP",NA
"GB.FB","cumulOBP",NA
"GO.AO","cumulOBP",NA
"IP.","cumulOBP",NA
"LD.","cumulOBP",NA
"HR.FB","cumulOBP",NA
"IF.FB","cumulOBP",NA
"Plays","cumulOBP",NA
"WPA","cumulOBP",NA
"WPA.","cumulOBP",NA
"WPA..1","cumulOBP",NA
"aLI","cumulOBP",NA
"WPA.LI","cumulOBP",NA
"Clutch","cumulOBP",NA
"RE24","cumulOBP",NA
"REW","cumulOBP",NA
"boLI","cumulOBP",NA
"RE24.boLI","cumulOBP",NA
"PHlev","cumulOBP",NA
"Yrs","cumulOBP",NA
"cumulG","cumulOBP",NA
"cumulPA","cumulOBP",NA
"cumulAB","cumulOBP",NA
"cumulR","cumulOBP",NA
"cumulH","cumulOBP",NA
"cumul2B","cumulOBP",NA
"cumul3B","cumulOBP",NA
"cumulHR","cumulOBP",NA
"cumulRBI","cumulOBP",NA
"cumulSB","cumulOBP",NA
"cumulCS","cumulOBP",NA
"cumulBB","cumulOBP",NA
"cumulSO","cumulOBP",NA
"cumulBA","cumulOBP",NA
"cumulOBP","cumulOBP",NA
"Contract.Duration","cumulOBP",NA
"Contract.Value","cumulOBP",NA
"Year.Signed","cumulOBP",NA
"Last.Contract.Year","cumulOBP",NA
"Contract.Year","cumulOBP",NA
"New.Contract","cumulOBP",NA
"Avg.Salary","cumulOBP",NA
"Avg.Salary.ADJ","cumulOBP",NA
"Contract.Value.ADJ","cumulOBP",NA
"Value","cumulOBP",NA
"X2B_po","cumulOBP",NA
"BB_po","cumulOBP",NA
"HR_po","cumulOBP",NA
"IBB_po","cumulOBP",NA
"X3B_po","cumulOBP",NA
"HBP_po","cumulOBP",NA
"Championships","cumulOBP",NA
"Wins","cumulOBP",NA
"TB_po","cumulOBP",NA
"AB_po","cumulOBP",NA
"G_po","cumulOBP",NA
"H_po","cumulOBP",NA
"Losses","cumulOBP",NA
"R_po","cumulOBP",NA
"RBI_po","cumulOBP",NA
"CS_po","cumulOBP",NA
"GDP_po","cumulOBP",NA
"PA_po","cumulOBP",NA
"SH_po","cumulOBP",NA
"SO_po","cumulOBP",NA
"SB_po","cumulOBP",NA
"SF_po","cumulOBP",NA
"BA_po","cumulOBP",NA
"OBP_po","cumulOBP",NA
"SLG_po","cumulOBP",NA
"OPS_po","cumulOBP",NA
"Rdrs","cumulOBP",NA
"Rdrs.yr","cumulOBP",NA
"Age","cumulSLG",NA
"G","cumulSLG",NA
"PA","cumulSLG",NA
"AB","cumulSLG",NA
"R","cumulSLG",NA
"H","cumulSLG",NA
"X2B","cumulSLG",NA
"X3B","cumulSLG",NA
"HR","cumulSLG",NA
"RBI","cumulSLG",NA
"SB","cumulSLG",NA
"CS","cumulSLG",NA
"BB","cumulSLG",NA
"SO","cumulSLG",NA
"BA","cumulSLG",NA
"OBP","cumulSLG",NA
"SLG","cumulSLG",NA
"OPS","cumulSLG",NA
"OPS.","cumulSLG",NA
"TB","cumulSLG",NA
"GDP","cumulSLG",NA
"HBP","cumulSLG",NA
"SH","cumulSLG",NA
"SF","cumulSLG",NA
"IBB","cumulSLG",NA
"Rbat","cumulSLG",NA
"Rbaser","cumulSLG",NA
"Rdp","cumulSLG",NA
"Rfield","cumulSLG",NA
"Rpos","cumulSLG",NA
"RAA","cumulSLG",NA
"WAA","cumulSLG",NA
"Rrep","cumulSLG",NA
"RAR","cumulSLG",NA
"WAR","cumulSLG",NA
"waaWL.","cumulSLG",NA
"X162WL.","cumulSLG",NA
"oWAR","cumulSLG",NA
"dWAR","cumulSLG",NA
"oRAR","cumulSLG",NA
"Salary","cumulSLG",NA
"Outs","cumulSLG",NA
"RC","cumulSLG",NA
"RC.G","cumulSLG",NA
"AIR","cumulSLG",NA
"BAbip","cumulSLG",NA
"lgBA","cumulSLG",NA
"lgOBP","cumulSLG",NA
"lgSLG","cumulSLG",NA
"lgOPS","cumulSLG",NA
"OWn.","cumulSLG",NA
"BtRuns","cumulSLG",NA
"BtWins","cumulSLG",NA
"TotA","cumulSLG",NA
"SecA","cumulSLG",NA
"ISO","cumulSLG",NA
"PwrSpd","cumulSLG",NA
"HR.","cumulSLG",NA
"SO.","cumulSLG",NA
"BB.","cumulSLG",NA
"XBH.","cumulSLG",NA
"X.H.","cumulSLG",NA
"AB.SO","cumulSLG",NA
"AB.HR","cumulSLG",NA
"AB.RBI","cumulSLG",NA
"GB.FB","cumulSLG",NA
"GO.AO","cumulSLG",NA
"IP.","cumulSLG",NA
"LD.","cumulSLG",NA
"HR.FB","cumulSLG",NA
"IF.FB","cumulSLG",NA
"Plays","cumulSLG",NA
"WPA","cumulSLG",NA
"WPA.","cumulSLG",NA
"WPA..1","cumulSLG",NA
"aLI","cumulSLG",NA
"WPA.LI","cumulSLG",NA
"Clutch","cumulSLG",NA
"RE24","cumulSLG",NA
"REW","cumulSLG",NA
"boLI","cumulSLG",NA
"RE24.boLI","cumulSLG",NA
"PHlev","cumulSLG",NA
"Yrs","cumulSLG",NA
"cumulG","cumulSLG",NA
"cumulPA","cumulSLG",NA
"cumulAB","cumulSLG",NA
"cumulR","cumulSLG",NA
"cumulH","cumulSLG",NA
"cumul2B","cumulSLG",NA
"cumul3B","cumulSLG",NA
"cumulHR","cumulSLG",NA
"cumulRBI","cumulSLG",NA
"cumulSB","cumulSLG",NA
"cumulCS","cumulSLG",NA
"cumulBB","cumulSLG",NA
"cumulSO","cumulSLG",NA
"cumulBA","cumulSLG",NA
"cumulOBP","cumulSLG",NA
"cumulSLG","cumulSLG",NA
"Contract.Duration","cumulSLG",NA
"Contract.Value","cumulSLG",NA
"Year.Signed","cumulSLG",NA
"Last.Contract.Year","cumulSLG",NA
"Contract.Year","cumulSLG",NA
"New.Contract","cumulSLG",NA
"Avg.Salary","cumulSLG",NA
"Avg.Salary.ADJ","cumulSLG",NA
"Contract.Value.ADJ","cumulSLG",NA
"Value","cumulSLG",NA
"X2B_po","cumulSLG",NA
"BB_po","cumulSLG",NA
"HR_po","cumulSLG",NA
"IBB_po","cumulSLG",NA
"X3B_po","cumulSLG",NA
"HBP_po","cumulSLG",NA
